,tweet,politican,party,retweet,tweet_web_r,ARI,DCR,TS,punct,token,lem_token
663,The Senate passed FISA reforms last week. We'll soon confirm a new Director of National Intelligence. And led by… https://t.co/aj87J1cIzA,McConell,R,False,The Senate passed FISA reforms last week. We'll soon confirm a new Director of National Intelligence. And led by… ,5.3,8.94,8.94,The Senate passed FISA reforms last week Well soon confirm a new Director of National Intelligence And led by… ,"['The', 'Senate', 'passed', 'FISA', 'reforms', 'last', 'week', 'Well', 'soon', 'confirm', 'new', 'Director', 'National', 'Intelligence', 'And', 'led', 'by…']","['The', 'Senate', 'passed', 'FISA', 'reform', 'last', 'week', 'Well', 'soon', 'confirm', 'new', 'Director', 'National', 'Intelligence', 'And', 'led', 'by…']"
664,Democrats spent years hyping the Russian collusion conspiracy theory. That collapsed upon investigation. Here’s wha… https://t.co/Ub9JJx6a7V,McConell,R,False,Democrats spent years hyping the Russian collusion conspiracy theory. That collapsed upon investigation. Here’s wha… ,14.3,11.38,11.38,Democrats spent years hyping the Russian collusion conspiracy theory That collapsed upon investigation Here’s wha… ,"['Democrats', 'spent', 'years', 'hyping', 'Russian', 'collusion', 'conspiracy', 'theory', 'That', 'collapsed', 'upon', 'investigation', 'Here', '’', 'wha…']","['Democrats', 'spent', 'year', 'hyping', 'Russian', 'collusion', 'conspiracy', 'theory', 'That', 'collapsed', 'upon', 'investigation', 'Here', '’', 'wha…']"
665,I am glad to announce that Senator @MarcoRubio has accepted my invitation to serve as Acting Chairman of the Senate… https://t.co/9nM9lnZ7Sq,McConell,R,False,I am glad to announce that Senator @MarcoRubio has accepted my invitation to serve as Acting Chairman of the Senate… ,11.4,10.94,10.94,I am glad to announce that Senator MarcoRubio has accepted my invitation to serve as Acting Chairman of the Senate… ,"['I', 'glad', 'announce', 'Senator', 'MarcoRubio', 'accepted', 'invitation', 'serve', 'Acting', 'Chairman', 'Senate…']","['I', 'glad', 'announce', 'Senator', 'MarcoRubio', 'accepted', 'invitation', 'serve', 'Acting', 'Chairman', 'Senate…']"
666,A new generation of American heroes has been called to serve their neighbors and their nation. They are showing up… https://t.co/LH9BE7EqJP,McConell,R,False,A new generation of American heroes has been called to serve their neighbors and their nation. They are showing up… ,6.2,8.08,8.08,A new generation of American heroes has been called to serve their neighbors and their nation They are showing up… ,"['A', 'new', 'generation', 'American', 'heroes', 'called', 'serve', 'neighbors', 'nation', 'They', 'showing', 'up…']","['A', 'new', 'generation', 'American', 'hero', 'called', 'serve', 'neighbor', 'nation', 'They', 'showing', 'up…']"
667,The House has been at home for two months. They gave themselves no assignments except developing this proposal. Yet… https://t.co/2iXFl7n4PN,McConell,R,False,The House has been at home for two months. They gave themselves no assignments except developing this proposal. Yet… ,7.6,7.43,7.43,The House has been at home for two months They gave themselves no assignments except developing this proposal Yet… ,"['The', 'House', 'home', 'two', 'months', 'They', 'gave', 'assignments', 'except', 'developing', 'proposal', 'Yet…']","['The', 'House', 'home', 'two', 'month', 'They', 'gave', 'assignment', 'except', 'developing', 'proposal', 'Yet…']"
668,"This week Speaker Pelosi published an 1,800-page catalog of left-wing oddities &amp; called it a coronavirus relief bil… https://t.co/cHPygXG5va",McConell,R,False,"This week Speaker Pelosi published an 1,800-page catalog of left-wing oddities &amp; called it a coronavirus relief bil… ",14.5,8.92,8.92,This week Speaker Pelosi published an 1800page catalog of leftwing oddities amp called it a coronavirus relief bil… ,"['This', 'week', 'Speaker', 'Pelosi', 'published', '1800page', 'catalog', 'leftwing', 'oddities', 'amp', 'called', 'coronavirus', 'relief', 'bil…']","['This', 'week', 'Speaker', 'Pelosi', 'published', '1800page', 'catalog', 'leftwing', 'oddity', 'amp', 'called', 'coronavirus', 'relief', 'bil…']"
669,Forget about this $3 trillion left-wing wish list that even House Democrats are criticizing. Republicans are focuse… https://t.co/TmapUjDFKR,McConell,R,False,Forget about this $3 trillion left-wing wish list that even House Democrats are criticizing. Republicans are focuse… ,10.5,7.77,7.77,Forget about this 3 trillion leftwing wish list that even House Democrats are criticizing Republicans are focuse… ,"['Forget', '3', 'trillion', 'leftwing', 'wish', 'list', 'even', 'House', 'Democrats', 'criticizing', 'Republicans', 'focuse…']","['Forget', '3', 'trillion', 'leftwing', 'wish', 'list', 'even', 'House', 'Democrats', 'criticizing', 'Republicans', 'focuse…']"
670,"80,000 Americans have died. More than 20 million have lost their jobs. Most people call that a crisis. But leading… https://t.co/TU2KFecaZp",McConell,R,False,"80,000 Americans have died. More than 20 million have lost their jobs. Most people call that a crisis. But leading… ",4.5,6.34,6.34,80000 Americans have died More than 20 million have lost their jobs Most people call that a crisis But leading… ,"['80000', 'Americans', 'died', 'More', '20', 'million', 'lost', 'jobs', 'Most', 'people', 'call', 'crisis', 'But', 'leading…']","['80000', 'Americans', 'died', 'More', '20', 'million', 'lost', 'job', 'Most', 'people', 'call', 'crisis', 'But', 'leading…']"
671,The Democrats’ supposed coronavirus bill includes taxpayer-funded studies to measure “diversity and inclusion” in t… https://t.co/XVo3wvLOtl,McConell,R,False,The Democrats’ supposed coronavirus bill includes taxpayer-funded studies to measure “diversity and inclusion” in t… ,18.1,13.85,13.85,The Democrats’ supposed coronavirus bill includes taxpayerfunded studies to measure “diversity and inclusion” in t… ,"['The', 'Democrats', '’', 'supposed', 'coronavirus', 'bill', 'includes', 'taxpayerfunded', 'studies', 'measure', '“', 'diversity', 'inclusion', '”', 't…']","['The', 'Democrats', '’', 'supposed', 'coronavirus', 'bill', 'includes', 'taxpayerfunded', 'study', 'measure', '“', 'diversity', 'inclusion', '”', 't…']"
672,Washington Democrats have been transparent: They see this national tragedy as a ripe partisan opportunity to pass l… https://t.co/uaYv5B3dOo,McConell,R,False,Washington Democrats have been transparent: They see this national tragedy as a ripe partisan opportunity to pass l… ,13.5,8.92,8.92,Washington Democrats have been transparent They see this national tragedy as a ripe partisan opportunity to pass l… ,"['Washington', 'Democrats', 'transparent', 'They', 'see', 'national', 'tragedy', 'ripe', 'partisan', 'opportunity', 'pass', 'l…']","['Washington', 'Democrats', 'transparent', 'They', 'see', 'national', 'tragedy', 'ripe', 'partisan', 'opportunity', 'pas', 'l…']"
673,"The coronavirus pandemic is a serious crisis, so the Senate’s response has been serious. The Senate took a blank sh… https://t.co/DIAarHQm4O",McConell,R,False,"The coronavirus pandemic is a serious crisis, so the Senate’s response has been serious. The Senate took a blank sh… ",6.4,9.66,9.66,The coronavirus pandemic is a serious crisis so the Senate’s response has been serious The Senate took a blank sh… ,"['The', 'coronavirus', 'pandemic', 'serious', 'crisis', 'Senate', '’', 'response', 'serious', 'The', 'Senate', 'took', 'blank', 'sh…']","['The', 'coronavirus', 'pandemic', 'serious', 'crisis', 'Senate', '’', 'response', 'serious', 'The', 'Senate', 'took', 'blank', 'sh…']"
674,TUNE IN 📺: I will be joining @BretBaier ~6:15 PM EST to discuss House Democrats’ unserious $3 trillion wish list an… https://t.co/HZEQSA3Phg,McConell,R,False,TUNE IN 📺: I will be joining @BretBaier ~6:15 PM EST to discuss House Democrats’ unserious $3 trillion wish list an… ,10.6,9.19,9.19,TUNE IN 📺 I will be joining BretBaier 615 PM EST to discuss House Democrats’ unserious 3 trillion wish list an… ,"['TUNE', 'IN', '📺', 'I', 'joining', 'BretBaier', '615', 'PM', 'EST', 'discuss', 'House', 'Democrats', '’', 'unserious', '3', 'trillion', 'wish', 'list', 'an…']","['TUNE', 'IN', '📺', 'I', 'joining', 'BretBaier', '615', 'PM', 'EST', 'discus', 'House', 'Democrats', '’', 'unserious', '3', 'trillion', 'wish', 'list', 'an…']"
675,The Senate will keep working seriously on this serious pandemic. We wrote the CARES Act. Now we’re back in Washingt… https://t.co/sqVb1mUNdk,McConell,R,False,The Senate will keep working seriously on this serious pandemic. We wrote the CARES Act. Now we’re back in Washingt… ,4.7,8.71,8.71,The Senate will keep working seriously on this serious pandemic We wrote the CARES Act Now we’re back in Washingt… ,"['The', 'Senate', 'keep', 'working', 'seriously', 'serious', 'pandemic', 'We', 'wrote', 'CARES', 'Act', 'Now', '’', 'back', 'Washingt…']","['The', 'Senate', 'keep', 'working', 'seriously', 'serious', 'pandemic', 'We', 'wrote', 'CARES', 'Act', 'Now', '’', 'back', 'Washingt…']"
676,House Democrats had a blank slate to propose any vision for the recovery. This draft is all they have done for two… https://t.co/IlkMWMs4Sn,McConell,R,False,House Democrats had a blank slate to propose any vision for the recovery. This draft is all they have done for two… ,4.2,6.34,6.34,House Democrats had a blank slate to propose any vision for the recovery This draft is all they have done for two… ,"['House', 'Democrats', 'blank', 'slate', 'propose', 'vision', 'recovery', 'This', 'draft', 'done', 'two…']","['House', 'Democrats', 'blank', 'slate', 'propose', 'vision', 'recovery', 'This', 'draft', 'done', 'two…']"
677,"House Democrats’ huge new bill would cut taxes for blue-state millionaires, send government checks to illegal immig… https://t.co/IqJZ7eYtIJ",McConell,R,False,"House Democrats’ huge new bill would cut taxes for blue-state millionaires, send government checks to illegal immig… ",14.8,9.12,9.12,House Democrats’ huge new bill would cut taxes for bluestate millionaires send government checks to illegal immig… ,"['House', 'Democrats', '’', 'huge', 'new', 'bill', 'would', 'cut', 'taxes', 'bluestate', 'millionaires', 'send', 'government', 'checks', 'illegal', 'immig…']","['House', 'Democrats', '’', 'huge', 'new', 'bill', 'would', 'cut', 'tax', 'bluestate', 'millionaire', 'send', 'government', 'check', 'illegal', 'immig…']"
678,The Paycheck Protection Program is continuing to provide critical relief for small businesses across America. The m… https://t.co/YZWQAtnHLp,McConell,R,False,The Paycheck Protection Program is continuing to provide critical relief for small businesses across America. The m… ,14.8,11.91,11.91,The Paycheck Protection Program is continuing to provide critical relief for small businesses across America The m… ,"['The', 'Paycheck', 'Protection', 'Program', 'continuing', 'provide', 'critical', 'relief', 'small', 'businesses', 'across', 'America', 'The', 'm…']","['The', 'Paycheck', 'Protection', 'Program', 'continuing', 'provide', 'critical', 'relief', 'small', 'business', 'across', 'America', 'The', 'm…']"
679,Senate Republicans are preparing a major package of COVID-related liability reforms to foster economic recovery. We… https://t.co/OgHSPZYPGJ,McConell,R,False,Senate Republicans are preparing a major package of COVID-related liability reforms to foster economic recovery. We… ,16.3,13.31,13.31,Senate Republicans are preparing a major package of COVIDrelated liability reforms to foster economic recovery We… ,"['Senate', 'Republicans', 'preparing', 'major', 'package', 'COVIDrelated', 'liability', 'reforms', 'foster', 'economic', 'recovery', 'We…']","['Senate', 'Republicans', 'preparing', 'major', 'package', 'COVIDrelated', 'liability', 'reform', 'foster', 'economic', 'recovery', 'We…']"
680,More than two-thirds of independent business owners say they are worried about a legal liability minefield getting… https://t.co/FMncoM0GbI,McConell,R,False,More than two-thirds of independent business owners say they are worried about a legal liability minefield getting… ,14.5,10.05,10.05,More than twothirds of independent business owners say they are worried about a legal liability minefield getting… ,"['More', 'twothirds', 'independent', 'business', 'owners', 'say', 'worried', 'legal', 'liability', 'minefield', 'getting…']","['More', 'twothirds', 'independent', 'business', 'owner', 'say', 'worried', 'legal', 'liability', 'minefield', 'getting…']"
